date,0.018138425
f1,0.0
f2,0.0
f3,0.0
f4,0.0033412888
f5,0.02052506
f6,0.046778042
f7,0.06491647
f8,0.0
f9,0.0
f10,0.0
f11,0.00047732698
f12,0.0
f13,0.0
f14,0.009069213
f15,0.015274463
f16,0.0
f17,0.0052505964
f18,0.009069213
f19,0.0062052505
f20,0.0
f21,0.0
f22,0.0057279235
f23,0.0019093079
f24,0.0062052505
f25,0.010501193
f26,0.008591886
f27,0.008591886
f28,0.013842482
f29,0.014797136
f30,0.028162291
f31,0.027684964
f32,0.011455847
f33,0.0076372316
f34,0.0052505964
f35,0.0076372316
f36,0.0
f37,0.0
f38,0.0
f39,0.0
f40,0.0
f41,0.0
f42,0.0
f43,0.0
f44,0.0
f45,0.0
f46,0.00047732698
f47,0.0033412888
f48,0.0052505964
f49,0.0038186158
f50,0.0066825775
f51,0.0028639617
f52,0.022911694
f53,0.014319809
f54,0.00047732698
f55,0.00095465395
f56,0.00047732698
f57,0.0
f58,0.0057279235
f59,0.0
f60,0.0
f61,0.0014319809
f62,0.0019093079
f63,0.020047734
f64,0.0
f65,0.0
f66,0.00047732698
f67,0.0
f68,0.0
f69,0.0
f70,0.0
f71,0.0
f72,0.0
f73,0.00047732698
f74,0.00047732698
f75,0.0
f76,0.0
f77,0.00047732698
f78,0.00095465395
f79,0.0
f80,0.0
f81,0.013365155
f82,0.016706444
f83,0.0033412888
f84,0.0014319809
f85,0.02052506
f86,0.0028639617
f87,0.0
f88,0.00095465395
f89,0.002386635
f90,0.0038186158
f91,0.0019093079
f92,0.0
f93,0.0
f94,0.00047732698
f95,0.0033412888
f96,0.0033412888
f97,0.00477327
f98,0.0
f99,0.0019093079
f100,0.0019093079
f101,0.008591886
f102,0.0038186158
f103,0.004295943
f104,0.0014319809
f105,0.0028639617
f106,0.022434367
f107,0.0
f108,0.0
f109,0.0
f110,0.0028639617
f111,0.0
f112,0.0
f113,0.0
f114,0.0
f115,0.0
f116,0.0
f117,0.0
f118,0.0
f119,0.0
f120,0.0
f121,0.0
f122,0.0
f123,0.0
f124,0.0
f125,0.0
f126,0.00047732698
f127,0.0
f128,0.0
f129,0.0
f130,0.0
f131,0.0
f132,0.0019093079
f133,0.0
f134,0.004295943
f135,0.0
f136,0.0
f137,0.0
f138,0.0
f139,0.00047732698
f140,0.0
f141,0.0
f142,0.00047732698
f143,0.00095465395
f144,0.0
f145,0.00095465395
f146,0.0
f147,0.0
f148,0.0
f149,0.0
f150,0.0
f151,0.0
f152,0.0
f153,0.0
f154,0.0
f155,0.0
f156,0.0
f157,0.0
f158,0.0
f159,0.00047732698
f160,0.0
f161,0.00047732698
f162,0.0
f163,0.0
f164,0.00047732698
f165,0.0
f166,0.0
f167,0.0
f168,0.0
f169,0.0
f170,0.00095465395
f171,0.0028639617
f172,0.0
f173,0.0
f174,0.00047732698
f175,0.0
f176,0.0
f177,0.0
f178,0.0
f179,0.0019093079
f180,0.0
f181,0.00047732698
f182,0.0
f183,0.0
f184,0.0
f185,0.008114559
f186,0.0
f187,0.0
f188,0.00095465395
f189,0.0
f190,0.0
f191,0.00047732698
f192,0.0028639617
f193,0.00047732698
f194,0.0
f195,0.0
f196,0.0014319809
f197,0.00095465395
f198,0.0071599046
f199,0.0
f200,0.0
f201,0.0
f202,0.00095465395
f203,0.0
f204,0.009069213
f205,0.00095465395
f206,0.0019093079
f207,0.0
f208,0.0014319809
f209,0.012410501
f210,0.1078759
f211,0.0
f212,0.0
f213,0.0
f214,0.0
f215,0.008591886
f216,0.0
f217,0.00095465395
f218,0.008591886
f219,0.0
f220,0.0
f221,0.0
f222,0.00095465395
f223,0.0
f224,0.0
f225,0.00047732698
f226,0.00047732698
f227,0.0
f228,0.00047732698
f229,0.0
f230,0.0
f231,0.00047732698
f232,0.0
f233,0.0
f234,0.0076372316
f235,0.0019093079
f236,0.0019093079
f237,0.0014319809
f238,0.01575179
f239,0.0
f240,0.00095465395
f241,0.0
f242,0.009069213
f243,0.021479713
f244,0.0052505964
f245,0.00047732698
f246,0.0
f247,0.0052505964
f248,0.030548926
f249,0.0
f250,0.0014319809
f251,0.0
f252,0.0028639617
f253,0.0071599046
f254,0.0
f255,0.0
f256,0.0
f257,0.0
f258,0.0066825775
f259,0.01909308
f260,0.025775656
f261,0.02529833
f262,0.0019093079
f263,0.00095465395
f264,0.0033412888
f265,0.00095465395
f266,0.004295943
f267,0.0
f268,0.0
f269,0.00047732698
f270,0.013842482
f271,0.0
f272,0.0
f273,0.0
f274,0.0
f275,0.0
f276,0.0
f277,0.0
f278,0.00047732698
f279,0.0
f280,0.00095465395
f281,0.0
f282,0.00095465395
f283,0.0014319809
f284,0.0
f285,0.0
f286,0.0
f287,0.00047732698
f288,0.0
f289,0.00095465395
f290,0.0
f291,0.00047732698
f292,0.00047732698
f293,0.0
f294,0.0
f295,0.0
f296,0.0
f297,0.002386635
